"Personas","Edad","Tiempo","Monto","Dia","Soporte","Encuesta"
"CMOWNT",62,2.47,24700,"Miercoles","No","Normal"
"EZCNXZ",34,2.84,28400,"Viernes","No","Normal"
"SSVFWR",15,2.94,29400,"Lunes","No","Normal"
"CAWZMU",11,1.9,19000,"Viernes","No","Normal"
"XIYKLB",19,3.84,38400,"Domingo","No","Normal"
"KAODGO",66,1.38,13800,"Sabado","No","Mala"
"MURCHQ",58,3.87,38700,"Jueves","No","Mala"
"IQZHQV",75,0.6,6000,"Miercoles","No","Normal"
"CJOOMQ",23,3.07,30700,"Domingo","Si","Mala"
"HMAVKL",90,1.29,12900,"Sabado","No","Buena"
"FZGREO",90,0.7,7000,"Martes","No","Normal"
"ZQFMLT",61,2.97,29700,"Viernes","No","Muy mala"
"EJTBYR",6,1.57,15700,"Sabado","No","Muy mala"
"ZIHIXB",10,1.33,13300,"Sabado","No","Muy mala"
"KUNAMR",48,3.76,37600,"Domingo","Si","Muy mala"
"XFXRVS",86,3.92,39200,"Domingo","No","Buena"
"DZBQZA",61,1.3,13000,"Domingo","No","Muy mala"
"ZLIZYM",55,2.9,29000,"Sabado","Si","Normal"
"FOUIJH",39,2.67,26700,"Domingo","No","Muy Buena"
"UMTCQS",21,0.99,9900,"Lunes","Si","Muy mala"
"KPKLPT",66,3.13,31300,"Domingo","No","Mala"
"DQYMXE",17,1.27,12700,"Sabado","Si","Normal"
"DIFHWE",26,1.82,18200,"Viernes","No","Muy Buena"
"TGJMUT",52,3.12,31200,"Sabado","No","Muy Buena"
"LGXRBK",61,0.76,7600,"Lunes","No","Normal"
"SXKDIJ",33,1.1,11000,"Lunes","No","Muy mala"
"DLZBHZ",5,2.11,21100,"Lunes","Si","Normal"
"YAHLLO",18,3.3,33000,"Viernes","No","Muy mala"
"SBTJBM",91,1.44,14400,"Domingo","No","Buena"
"TLRRUH",79,2.24,22400,"Miercoles","No","Mala"
"MOQAON",70,2.7,27000,"Domingo","No","Buena"
"CJAWSA",11,1.34,13400,"Sabado","No","Muy mala"
"PJUJDP",12,2.2,22000,"Sabado","No","Normal"
"ARMTDQ",43,1.44,14400,"Domingo","No","Normal"
"JSXNYS",13,3.6,36000,"Sabado","No","Muy Buena"
"AZMTIQ",54,2.01,20100,"Sabado","No","Muy Buena"
"KXRHPY",71,2.73,27300,"Viernes","Si","Mala"
"SSPPYD",53,3.65,36500,"Domingo","No","Normal"
"LSJZTY",64,1.02,10200,"Viernes","No","Buena"
"YRSPZT",21,1.07,10700,"Domingo","No","Mala"
"DRFAIV",31,3.91,39100,"Sabado","No","Muy mala"
"BXMBYT",16,0.95,9500,"Miercoles","No","Normal"
"YXDNPT",69,2.41,24100,"Martes","No","Buena"
"IOILIL",26,3.68,36800,"Viernes","No","Muy Buena"
"TUHQJI",87,2.11,21100,"Sabado","No","Mala"
"QWIIFJ",24,2.92,29200,"Sabado","No","Normal"
"BWZXVX",57,2.26,22600,"Viernes","No","Buena"
"NMLRHF",83,3.61,36100,"Sabado","No","Buena"
"FOWYIB",74,0.85,8500,"Domingo","Si","Normal"
"CXKQHB",6,3.83,38300,"Sabado","No","Muy Buena"
"OVCDYS",27,3.29,32900,"Domingo","No","Buena"
"UHSSJO",18,3.05,30500,"Martes","No","Mala"
"BACWGZ",63,1.87,18700,"Viernes","No","Normal"
"YQQINZ",46,1.65,16500,"Domingo","No","Normal"
"ODRJPQ",64,2.38,23800,"Domingo","No","Muy Buena"
"SRCDTN",19,1.18,11800,"Jueves","No","Mala"
"NZHSSP",17,2.87,28700,"Viernes","Si","Normal"
"XWNLEL",76,3.36,33600,"Martes","No","Normal"
"FJZXLU",7,2.12,21200,"Sabado","No","Mala"
"BDZQYJ",80,2.83,28300,"Viernes","No","Buena"
"QZERZD",85,3.58,35800,"Jueves","Si","Mala"
"JWUFZR",61,1.14,11400,"Lunes","No","Normal"
"SHWLTX",85,1.44,14400,"Jueves","No","Muy Buena"
"KQYSDJ",92,2.25,22500,"Sabado","No","Normal"
"FDFCBJ",35,1.86,18600,"Domingo","No","Muy Buena"
"IOKZOQ",6,0.51,5100,"Miercoles","No","Buena"
"ZZMAVO",34,2.71,27100,"Sabado","No","Buena"
"BHYXGF",61,0.58,5800,"Martes","Si","Mala"
"BXIEMT",21,2.51,25100,"Sabado","No","Buena"
"PEZFBH",21,1.54,15400,"Sabado","No","Normal"
"ZZDPJO",80,2.5,25000,"Martes","No","Buena"
"GKDYIS",51,3.09,30900,"Sabado","No","Normal"
"STHIKW",72,2.84,28400,"Sabado","No","Normal"
"PAZSKC",81,1.65,16500,"Sabado","No","Normal"
"DRWWLZ",77,1.67,16700,"Domingo","Si","Normal"
"KCRXYI",31,1.26,12600,"Domingo","No","Muy Buena"
"ZXTFFW",52,3.29,32900,"Sabado","No","Mala"
"UUSIMW",46,1.3,13000,"Domingo","No","Mala"
"QFWQNG",56,2.66,26600,"Viernes","No","Buena"
"TADZIF",31,3.51,35100,"Viernes","No","Normal"
"PNGVFP",23,2.72,27200,"Miercoles","No","Buena"
"ULZNHN",55,2.97,29700,"Viernes","No","Muy Buena"
"SJBDNN",49,0.97,9700,"Sabado","No","Buena"
"UUDSHG",84,1.2,12000,"Sabado","No","Normal"
"CUUTTD",50,1.55,15500,"Domingo","No","Muy Buena"
"YHUIHN",54,3.86,38600,"Sabado","No","Mala"
"TUSUGN",5,1.15,11500,"Sabado","No","Muy mala"
"CLJKEM",65,1.85,18500,"Domingo","No","Mala"
"VJVAXE",28,1.88,18800,"Sabado","No","Buena"
"WYEYCE",37,0.77,7700,"Sabado","No","Buena"
"UXSFOY",84,2.26,22600,"Domingo","No","Mala"
"BJRGUS",31,2.24,22400,"Sabado","No","Mala"
"OJDDRD",76,2.24,22400,"Domingo","No","Normal"
"XKQUHS",33,1.99,19900,"Domingo","No","Normal"
"IVFHST",56,1.25,12500,"Domingo","No","Muy Buena"
"JDMYQB",90,2.41,24100,"Jueves","No","Mala"
"DTKKJK",72,3.03,30300,"Jueves","No","Buena"
"HWNWZU",67,1.71,17100,"Miercoles","No","Normal"
"IBFIOM",75,0.95,9500,"Miercoles","No","Mala"
"BCDATX",74,3.8,38000,"Viernes","No","Mala"
"PGRQTY",58,2.74,27400,"Jueves","No","Normal"
"ZHXVNJ",72,2.04,20400,"Viernes","No","Normal"
"MPJKRS",67,2.09,20900,"Lunes","No","Muy mala"
"KJFFLB",36,1.14,11400,"Domingo","No","Muy Buena"
"NRYTQO",86,1.2,12000,"Jueves","No","Mala"
"RDNCAV",50,0.65,6500,"Domingo","No","Normal"
"IVVJMV",52,0.51,5100,"Sabado","No","Muy Buena"
"WPLJFX",73,2.54,25400,"Miercoles","No","Muy Buena"
"IDOTOK",46,3.11,31100,"Lunes","No","Normal"
"UPBKMG",45,1.33,13300,"Domingo","No","Normal"
"SNPINL",30,2.05,20500,"Domingo","No","Normal"
"HXRKVY",41,2.92,29200,"Domingo","Si","Buena"
"EYVVKR",76,1.25,12500,"Viernes","No","Normal"
"ANLMCH",86,2.71,27100,"Domingo","No","Normal"
"PPERXV",71,0.91,9100,"Miercoles","No","Buena"
"MVYPWH",92,1.22,12200,"Domingo","Si","Muy Buena"
"BIEADQ",45,2.57,25700,"Lunes","No","Mala"
"XSEWSN",39,0.83,8300,"Jueves","No","Muy Buena"
"OASBCH",47,3.86,38600,"Jueves","No","Buena"
"YHBRJS",17,1.28,12800,"Domingo","No","Mala"
"OROCQP",32,3.53,35300,"Jueves","No","Normal"
"FNKFKW",37,0.66,6600,"Miercoles","No","Muy mala"
"XHZZKA",51,3.34,33400,"Domingo","No","Mala"
"JJXOUR",16,2.22,22200,"Martes","No","Normal"
"ACHWXV",19,2.52,25200,"Sabado","No","Muy Buena"
"LJFKAE",50,2.28,22800,"Viernes","No","Mala"
"VLLEAD",21,0.87,8700,"Domingo","No","Buena"
"YGNRPY",31,2.56,25600,"Domingo","No","Muy mala"
"CDSSCV",72,0.88,8800,"Lunes","No","Muy Buena"
"HEHVEK",10,1.09,10900,"Sabado","No","Buena"
"KVYRLI",39,0.6,6000,"Viernes","No","Normal"
"HPJYQU",66,3.49,34900,"Martes","No","Buena"
"SHXYDY",38,2.06,20600,"Martes","No","Muy mala"
"HKLHYQ",46,2.66,26600,"Jueves","No","Mala"
"GCNXKC",7,2.1,21000,"Martes","No","Normal"
"WXXPWE",17,3.34,33400,"Sabado","No","Normal"
"HIMEOW",73,3.85,38500,"Domingo","No","Normal"
"OJVBWR",21,3.82,38200,"Miercoles","No","Normal"
"BVXNMF",63,3.47,34700,"Miercoles","No","Normal"
"IBMXKU",34,1.59,15900,"Sabado","No","Normal"
"VVCPUN",8,3.08,30800,"Sabado","No","Normal"
"JZHXAQ",51,2.48,24800,"Jueves","No","Mala"
"AZZIOG",64,3.53,35300,"Sabado","Si","Normal"
"TJIARC",28,1.83,18300,"Lunes","No","Buena"
"OJYLUV",88,3.06,30600,"Viernes","Si","Muy Buena"
"GFDSTM",43,3.91,39100,"Jueves","No","Mala"
"HWIGYQ",49,3.2,32000,"Martes","No","Muy Buena"
"ABMVLE",47,2.2,22000,"Sabado","Si","Normal"
"OTXZUF",52,3.03,30300,"Sabado","No","Mala"
"OWAPMZ",36,3.3,33000,"Domingo","Si","Normal"
"QTYUAU",31,1.66,16600,"Jueves","No","Buena"
"QSENGJ",50,3.89,38900,"Miercoles","No","Normal"
"OROTYR",43,3.22,32200,"Sabado","No","Normal"
"LZAERV",61,2.7,27000,"Sabado","No","Mala"
"SWPHWG",41,2.05,20500,"Domingo","No","Muy Buena"
"LVDGNV",41,3.31,33100,"Jueves","No","Muy mala"
"YPZYUX",27,2.97,29700,"Martes","No","Muy Buena"
"ZIQQTT",69,0.95,9500,"Domingo","No","Mala"
"CDSOOE",53,3.27,32700,"Domingo","No","Mala"
"RXGRBL",48,1.48,14800,"Domingo","No","Buena"
"TGWPBJ",54,2.62,26200,"Sabado","No","Muy Buena"
"RMMWCO",81,0.96,9600,"Domingo","No","Normal"
"FYMIED",77,2.52,25200,"Miercoles","No","Normal"
"XGGOYZ",68,0.68,6800,"Sabado","No","Normal"
"RRMHTR",42,1.61,16100,"Sabado","No","Normal"
"JPNNJL",69,2.65,26500,"Jueves","No","Muy Buena"
"TSXJTW",68,0.62,6200,"Sabado","No","Normal"
"RMXCGJ",38,1.86,18600,"Domingo","No","Normal"
"SIAJJE",74,0.55,5500,"Domingo","No","Normal"
"ZFSLWG",90,1.3,13000,"Domingo","No","Buena"
"ZAWWBN",73,3.54,35400,"Martes","No","Normal"
"XVKICX",79,2.1,21000,"Lunes","No","Normal"
"HVUKZV",67,1.66,16600,"Martes","No","Buena"
"AMUDCC",64,3.46,34600,"Sabado","No","Normal"
"QGSFLM",5,3.49,34900,"Sabado","No","Muy Buena"
"XMCVKD",24,3.33,33300,"Domingo","No","Muy Buena"
"SGDRZT",30,2.91,29100,"Miercoles","Si","Normal"
"NLJGQE",18,2.03,20300,"Martes","No","Muy Buena"
"KNPPPH",20,3.11,31100,"Sabado","No","Muy mala"
"AMHZJS",23,1.24,12400,"Lunes","No","Muy Buena"
"IDOTPU",64,1.51,15100,"Sabado","No","Buena"
"ISOJLP",53,0.75,7500,"Sabado","No","Normal"
"ZFJMDE",62,2.08,20800,"Sabado","No","Muy Buena"
"MHPZXG",64,3.6,36000,"Viernes","No","Buena"
"PROJGC",77,4,40000,"Martes","No","Normal"
"AKVUUK",38,0.9,9000,"Domingo","No","Muy Buena"
"FGHNLW",44,2.91,29100,"Miercoles","Si","Normal"
"BNBYVO",70,0.73,7300,"Sabado","No","Muy Buena"
"WWCZOM",78,2.51,25100,"Lunes","No","Buena"
"GFGIYF",20,3.36,33600,"Martes","No","Muy mala"
"AXTGHR",47,2.05,20500,"Sabado","No","Mala"
"MHHHCX",9,0.93,9300,"Lunes","No","Muy mala"
"GXAXZH",55,3.99,39900,"Martes","No","Buena"
"LGOUWZ",89,2.4,24000,"Martes","Si","Normal"
"GVNNHD",28,2.89,28900,"Domingo","No","Mala"
"TVADGC",26,1.66,16600,"Domingo","No","Muy mala"
"CKOHYP",31,3.8,38000,"Jueves","No","Buena"
"CYVDHC",13,2.35,23500,"Domingo","No","Buena"
"KYGZAK",50,1.02,10200,"Domingo","No","Muy Buena"
"KMCCVR",71,2.2,22000,"Sabado","No","Normal"
"MPNSVR",44,1.25,12500,"Domingo","No","Muy Buena"
"UQKYCZ",45,1.91,19100,"Martes","Si","Normal"
"ATYTGG",52,3.75,37500,"Jueves","Si","Buena"
"DETRJC",24,1.76,17600,"Sabado","No","Normal"
"RCZDKC",40,1.09,10900,"Domingo","No","Buena"
"CUCOQL",61,1.71,17100,"Lunes","No","Muy Buena"
"UTZOEG",92,2.92,29200,"Viernes","No","Muy mala"
"PHQHIR",29,3.88,38800,"Sabado","No","Buena"
"NWCCRT",80,2.67,26700,"Domingo","No","Muy Buena"
"EJXLIP",78,2.19,21900,"Domingo","No","Mala"
"JZQZLK",64,3.37,33700,"Miercoles","No","Mala"
"KISFBE",74,3.17,31700,"Miercoles","No","Mala"
"XXKQWY",43,1.85,18500,"Lunes","Si","Normal"
"AHVRZM",65,3.19,31900,"Viernes","No","Normal"
"WKLEPU",58,2.63,26300,"Sabado","No","Normal"
"LQLTVF",24,0.96,9600,"Domingo","No","Normal"
"EAESDW",58,3.11,31100,"Domingo","No","Normal"
"SGPDCD",33,3.31,33100,"Martes","No","Normal"
"UIHMAV",70,2.45,24500,"Sabado","No","Muy Buena"
"AVQVRU",28,1.8,18000,"Miercoles","No","Normal"
"EANKRL",50,1.64,16400,"Domingo","No","Mala"
"WYWUSV",86,0.61,6100,"Domingo","Si","Normal"
"OSRCPZ",44,3.71,37100,"Jueves","No","Muy Buena"
"KMGGCV",61,2.48,24800,"Sabado","No","Muy Buena"
"HKYRGE",19,3.9,39000,"Lunes","No","Mala"
"BMIWPX",66,2.36,23600,"Jueves","No","Muy Buena"
"KEGQZS",54,1.6,16000,"Miercoles","No","Buena"
"PNPXSJ",77,3.68,36800,"Sabado","No","Buena"
"EZCBYR",31,0.64,6400,"Domingo","No","Normal"
"TZJMHZ",68,1.89,18900,"Sabado","No","Buena"
"JDTQYT",63,3.89,38900,"Martes","No","Normal"
"EIWWDQ",8,3.5,35000,"Domingo","No","Buena"
"YIKLSR",85,0.53,5300,"Viernes","No","Normal"
"EHUEQE",49,1.32,13200,"Domingo","No","Normal"
"MBPLYF",54,0.61,6100,"Sabado","No","Normal"
"KGAKQU",92,2.6,26000,"Jueves","No","Normal"
"KYTHUG",25,0.91,9100,"Martes","No","Normal"
"TFIRBK",50,0.93,9300,"Sabado","No","Mala"
"JUJPDD",52,1.39,13900,"Miercoles","No","Mala"
"DENBRE",62,3.92,39200,"Viernes","No","Normal"
"WTTNDL",72,2.58,25800,"Domingo","No","Normal"
"PTSWIV",86,1.77,17700,"Domingo","No","Buena"
"YNFKBZ",50,2.53,25300,"Lunes","No","Buena"
"KFQWZZ",42,2.4,24000,"Viernes","No","Muy Buena"
"RULBZM",62,3.28,32800,"Domingo","No","Buena"
"JUDGQF",77,1.5,15000,"Sabado","No","Buena"
"ORJWVJ",61,3,30000,"Miercoles","No","Normal"
"UOZBGA",57,1.69,16900,"Viernes","Si","Muy Buena"
"HGZMYT",89,2.8,28000,"Jueves","No","Muy Buena"
"DKQYVO",41,2.64,26400,"Sabado","No","Normal"
"CABVMP",27,2.59,25900,"Sabado","No","Normal"
"NOMKXS",78,2.51,25100,"Domingo","No","Normal"
"LKTDQL",25,3.99,39900,"Sabado","Si","Normal"
"GPIWQP",26,3.06,30600,"Sabado","No","Muy Buena"
"AMLXFW",37,3.6,36000,"Martes","No","Normal"
"WWCHZG",50,2.11,21100,"Domingo","No","Mala"
"AZWSMP",91,3.28,32800,"Miercoles","No","Normal"
"XHUEZD",46,1.89,18900,"Domingo","No","Normal"
"NIBJKD",14,2.71,27100,"Martes","No","Normal"
"INLDAP",7,2.18,21800,"Sabado","No","Normal"
"RUULRE",34,0.78,7800,"Domingo","No","Normal"
"TXPRDH",25,0.92,9200,"Sabado","No","Buena"
"XUPBMS",10,3.44,34400,"Viernes","No","Normal"
"QQLGEP",35,0.61,6100,"Sabado","No","Mala"
"FUNUJX",20,1.14,11400,"Viernes","No","Mala"
"MWGQXG",26,0.94,9400,"Domingo","Si","Buena"
"LQKRNL",26,3.53,35300,"Domingo","No","Buena"
"JDEOXN",91,1.88,18800,"Jueves","No","Normal"
"XZHGDE",14,0.99,9900,"Miercoles","No","Normal"
"GUGNBC",5,0.74,7400,"Viernes","No","Mala"
"REWKDC",92,0.94,9400,"Miercoles","No","Mala"
"QALLJP",82,2.16,21600,"Sabado","No","Normal"
"BWRXNG",21,3.62,36200,"Miercoles","No","Mala"
"QAPUTR",53,0.82,8200,"Viernes","No","Normal"
"CMNKST",27,3.09,30900,"Domingo","No","Muy Buena"
"ABDZWC",79,3.21,32100,"Miercoles","No","Muy Buena"
"ITUEYP",17,2.4,24000,"Viernes","No","Mala"
"EGOLVZ",62,2.87,28700,"Sabado","Si","Muy mala"
"TCIJOH",18,3.12,31200,"Sabado","No","Muy mala"
"VLOJVJ",59,2.48,24800,"Lunes","Si","Mala"
"NPDTMC",39,3.09,30900,"Viernes","No","Mala"
"KSFKYL",23,3.54,35400,"Sabado","No","Muy mala"
"LBAZLS",36,3.57,35700,"Domingo","No","Mala"
"UUVFQA",79,2.85,28500,"Domingo","No","Muy Buena"
"RNPJYM",17,2.8,28000,"Lunes","No","Mala"
"YTUKNF",74,0.91,9100,"Domingo","No","Buena"
"ZYBNDX",84,2.6,26000,"Lunes","No","Muy mala"
"OVOVHM",77,2.91,29100,"Sabado","No","Mala"
"LBPDHK",11,3.55,35500,"Lunes","No","Buena"
"UABNCD",8,3.36,33600,"Martes","No","Normal"
"CARFDG",61,1.15,11500,"Domingo","Si","Muy mala"
"PHGYMD",24,0.99,9900,"Miercoles","No","Buena"
"DPDCHG",9,1.71,17100,"Jueves","No","Buena"
"CUULVO",11,2.05,20500,"Martes","No","Normal"
"ZGXITD",83,1.77,17700,"Domingo","No","Buena"
"GERMRX",7,1.53,15300,"Miercoles","Si","Muy mala"
"BIBAQX",17,1.19,11900,"Martes","Si","Mala"
"HCDIGZ",44,2.04,20400,"Jueves","No","Normal"
"WLDVQQ",61,1.96,19600,"Lunes","No","Muy Buena"
"LFULRU",25,2.63,26300,"Sabado","No","Normal"
"BRCGYS",66,2.99,29900,"Lunes","No","Buena"
"JWZMAT",58,1.11,11100,"Sabado","No","Normal"
"NTBIXF",33,1.88,18800,"Domingo","No","Muy Buena"
"JGCGEO",6,1.08,10800,"Martes","No","Mala"
"SMQJPT",72,3.21,32100,"Miercoles","No","Buena"
"HZWZAG",43,3.51,35100,"Jueves","No","Buena"
"UDFHQV",48,0.96,9600,"Sabado","No","Normal"
"NHCFTL",39,1.82,18200,"Martes","No","Mala"
"JBKXYA",43,2.51,25100,"Sabado","No","Normal"
"YZTKHP",14,2.05,20500,"Miercoles","No","Muy mala"
"QRUQDP",41,2.17,21700,"Sabado","Si","Muy mala"
"XZCLNR",23,3.75,37500,"Jueves","No","Mala"
"CGRQQO",39,2.19,21900,"Domingo","No","Normal"
"MWSVIE",11,3.95,39500,"Domingo","No","Normal"
"KXABIU",82,3.02,30200,"Domingo","No","Mala"
"MCPHQS",55,2.28,22800,"Sabado","No","Normal"
"KHYUWM",51,1.37,13700,"Sabado","Si","Normal"
"FCKSRM",50,1.17,11700,"Domingo","No","Normal"
"RCESIL",51,2.15,21500,"Viernes","No","Muy Buena"
"JFDTMV",84,1.62,16200,"Sabado","No","Normal"
"IDMKCF",6,3.13,31300,"Viernes","Si","Buena"
"OFBKRI",45,3.01,30100,"Martes","Si","Normal"
"DWLOQK",82,0.8,8000,"Martes","No","Muy mala"
"ZQAYZA",65,3.69,36900,"Sabado","No","Muy Buena"
"YDJCID",61,3.98,39800,"Viernes","No","Normal"
"JTCUXC",45,2.71,27100,"Domingo","Si","Buena"
"SYEJNZ",19,3.5,35000,"Domingo","No","Mala"
"VHBRPB",86,2.41,24100,"Lunes","No","Normal"
"EGKLSG",74,1.86,18600,"Domingo","No","Buena"
"KTWAEW",75,2.31,23100,"Martes","No","Buena"
"KYBFJB",24,2.73,27300,"Sabado","Si","Buena"
"CQJFKV",77,1.67,16700,"Viernes","Si","Mala"
"POCQDB",20,0.76,7600,"Sabado","No","Normal"
"HDEEQT",38,3.1,31000,"Miercoles","No","Mala"
"WMVNXX",27,2.23,22300,"Miercoles","No","Mala"
"LEQOYS",62,2.78,27800,"Viernes","Si","Muy mala"
"GJYPXQ",91,3.62,36200,"Sabado","No","Normal"
"GCGOEX",86,2.23,22300,"Domingo","No","Muy mala"
"WJNAAP",51,3.68,36800,"Viernes","No","Normal"
"VANWEH",34,0.76,7600,"Domingo","No","Muy Buena"
"EFUBEH",78,0.84,8400,"Sabado","No","Normal"
"GFLRSR",81,2.13,21300,"Domingo","Si","Mala"
"WUYZPJ",11,1.06,10600,"Martes","Si","Buena"
"QFZQYL",5,2.52,25200,"Sabado","Si","Mala"
"NLREXB",50,3.95,39500,"Miercoles","No","Buena"
"CSBFPH",65,2.39,23900,"Jueves","No","Normal"
"TNZDEB",14,3.87,38700,"Miercoles","No","Buena"
"WLZKGL",74,0.77,7700,"Domingo","No","Muy Buena"
"FQUDUZ",24,2.86,28600,"Sabado","No","Buena"
"QSHZQG",88,2.02,20200,"Sabado","Si","Normal"
"KRTJZB",55,3.05,30500,"Viernes","Si","Buena"
"NLRZVE",9,3.25,32500,"Domingo","No","Normal"
"TDZDLI",40,1.27,12700,"Sabado","No","Buena"
"WLGTGK",54,2.85,28500,"Domingo","Si","Normal"
"YIBFLZ",39,3.19,31900,"Sabado","No","Mala"
"OHOUWR",33,1.62,16200,"Viernes","No","Muy Buena"
"NFPUSI",77,1.33,13300,"Martes","No","Mala"
"ISWFUO",81,1.16,11600,"Domingo","No","Muy Buena"
"UPXOFS",36,3.8,38000,"Viernes","No","Normal"
"RRJTMD",50,1.81,18100,"Sabado","No","Muy mala"
"AMLHRL",60,2.96,29600,"Sabado","No","Mala"
"RZIESR",56,1.76,17600,"Sabado","No","Normal"
"CWSFTR",33,1.78,17800,"Domingo","No","Normal"
"LBLAOP",56,0.92,9200,"Jueves","No","Mala"
"YRZJRO",34,1.69,16900,"Domingo","No","Muy Buena"
"CZPWKN",81,0.87,8700,"Martes","No","Normal"
"UBBFZH",6,3.2,32000,"Sabado","No","Normal"
"ZLWFKE",79,3.05,30500,"Lunes","No","Buena"
"ZEMSFS",78,0.65,6500,"Sabado","No","Muy Buena"
"SAYPTV",65,1.17,11700,"Lunes","No","Mala"
"MLFZVD",62,3.88,38800,"Martes","No","Buena"
"SFDADL",28,0.83,8300,"Domingo","No","Muy mala"
"LHDDUM",30,0.77,7700,"Martes","No","Normal"
"ERREKG",21,1.44,14400,"Miercoles","No","Normal"
"DLCVNI",70,0.92,9200,"Sabado","Si","Mala"
"RXKDIB",51,1.29,12900,"Domingo","No","Buena"
"VSXPWL",38,3.37,33700,"Miercoles","No","Normal"
"WIRECM",76,3.42,34200,"Miercoles","No","Muy mala"
"QOHSTS",32,0.66,6600,"Domingo","No","Mala"
"BTLYFN",27,2.96,29600,"Sabado","Si","Normal"
"TQTHLV",8,2.9,29000,"Sabado","No","Mala"
"PFPCEB",30,2.4,24000,"Martes","No","Muy Buena"
"TFEYXN",45,3.2,32000,"Domingo","No","Buena"
"GMINIO",66,2.76,27600,"Sabado","No","Normal"
"JOPKDD",40,2.07,20700,"Viernes","No","Buena"
"PIDQDM",83,3.62,36200,"Domingo","No","Normal"
"TYIYTT",12,3.3,33000,"Jueves","No","Normal"
"NEVDLA",64,0.92,9200,"Domingo","No","Muy Buena"
"RYSOBO",5,3.76,37600,"Miercoles","No","Normal"
"LKVYRI",86,2.58,25800,"Sabado","No","Mala"
"NACBMC",21,1.91,19100,"Domingo","No","Mala"
"RDKREY",9,0.89,8900,"Domingo","No","Buena"
"BLTSVS",6,2.2,22000,"Domingo","No","Muy Buena"
"KPWNMY",75,1.12,11200,"Jueves","No","Normal"
"ZCYHLU",43,1.37,13700,"Domingo","No","Normal"
"KJWLPU",82,2.39,23900,"Jueves","No","Buena"
"LHYDTD",29,0.6,6000,"Martes","No","Normal"
"DNIZFR",89,0.99,9900,"Domingo","No","Mala"
"MXYWQK",14,3.12,31200,"Domingo","No","Muy Buena"
"ZIWZTQ",34,3.83,38300,"Domingo","No","Normal"
"WSVLUO",6,2.79,27900,"Viernes","No","Muy mala"
"RPGNUA",43,1.4,14000,"Miercoles","No","Buena"
"FUJJJW",45,2.73,27300,"Lunes","No","Normal"
"NHCTIU",52,1.92,19200,"Domingo","No","Muy Buena"
"FVYLOA",66,3.78,37800,"Miercoles","No","Mala"
"DNVHWY",26,3.17,31700,"Sabado","No","Normal"
"YLRXDK",38,1.37,13700,"Lunes","No","Mala"
"EMDXLA",22,1.51,15100,"Sabado","No","Mala"
"SIHVGF",52,0.81,8100,"Miercoles","No","Normal"
"CJCKKV",57,3.17,31700,"Jueves","No","Muy Buena"
"PHRZBS",60,3.34,33400,"Martes","No","Buena"
"FGHCNT",8,2.94,29400,"Viernes","Si","Muy mala"
"AYJQQZ",69,1.92,19200,"Miercoles","No","Buena"
"ZVNSFP",42,1.72,17200,"Martes","No","Buena"
"KBDOWU",54,3.64,36400,"Sabado","No","Mala"
"PRRHMK",40,3.91,39100,"Domingo","No","Buena"
"CGQACT",45,1,10000,"Domingo","No","Buena"
"VECVPX",7,2.44,24400,"Domingo","No","Muy Buena"
"AIOIZV",79,2.43,24300,"Martes","Si","Normal"
"EZZMXR",57,2.99,29900,"Lunes","No","Mala"
"MGKUUH",89,3.88,38800,"Jueves","No","Normal"
"ZASWTK",57,2.38,23800,"Martes","Si","Buena"
"IZFUWP",7,1.47,14700,"Sabado","No","Muy Buena"
"YPIPEV",63,3.96,39600,"Sabado","No","Mala"
"WDPMTV",58,1.13,11300,"Sabado","Si","Mala"
"DRQXTW",22,2.05,20500,"Domingo","No","Mala"
"PQLIRD",70,1.94,19400,"Martes","No","Normal"
"ZNXFXZ",92,3.4,34000,"Martes","No","Normal"
"ZFNNYZ",19,1.58,15800,"Domingo","No","Buena"
"QAZDAY",48,3,30000,"Domingo","No","Buena"
"TNDDPB",24,2.63,26300,"Martes","No","Muy mala"
"ODTQLZ",10,0.62,6200,"Domingo","No","Mala"
"GKOFOB",22,3.55,35500,"Jueves","No","Muy Buena"
"SJPKUK",29,1.08,10800,"Viernes","No","Muy Buena"
"CQZJPE",43,1.09,10900,"Domingo","No","Mala"
"JFUYIE",90,1.55,15500,"Viernes","No","Muy Buena"
"UVABJE",72,3.5,35000,"Domingo","No","Buena"
"XIFCUC",72,2.2,22000,"Lunes","No","Buena"
"XRVHXW",21,2.33,23300,"Jueves","No","Buena"
"MLHLNG",8,3.12,31200,"Domingo","No","Mala"
"YOWJVV",74,3.51,35100,"Domingo","No","Mala"
"GFEWNN",26,0.78,7800,"Viernes","No","Normal"
"IWCZHA",26,2.04,20400,"Domingo","Si","Buena"
"OGTTGD",91,3.83,38300,"Domingo","No","Buena"
"MVJQSJ",65,0.54,5400,"Jueves","No","Buena"
"QQOXIL",75,1.28,12800,"Sabado","No","Muy mala"
"YHZOZP",83,3.64,36400,"Lunes","No","Normal"
"ZGNSMF",6,2.83,28300,"Domingo","No","Normal"
"AKFXCP",36,3.02,30200,"Lunes","Si","Normal"
"VGXQWP",30,1.69,16900,"Domingo","No","Normal"
"OALBUZ",38,3.31,33100,"Jueves","No","Mala"
"QLJNMC",53,1.23,12300,"Jueves","No","Muy Buena"
"GOPJEJ",86,2.43,24300,"Domingo","No","Normal"
